Filename,File Size,Creation Date,Width,Height,DPI_X,DPI_Y,Original Path
0003_1_a-digital-illustration-of-the-title-dr-j_YA9X58VcTjK7WaIvY5P5PQ_weWGRDQpSpi1qu_SynuR9Q.png,1.32 MB,11-26-25,800,1280,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/0003_1_a-digital-illustration-of-the-title-dr-j_YA9X58VcTjK7WaIvY5P5PQ_weWGRDQpSpi1qu_SynuR9Q.png
"2250x2700 pixel digital artwork, two panels left panel, Sammy, raccoon with somber expression, blue glowing eyes, studded leather jacket, white raccoon graphic T-shirt, ripped black jeans, acoustic guitar with stickers, dimly lit graffiti a.jpg",133.36 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel digital artwork, two panels left panel, Sammy, raccoon with somber expression, blue glowing eyes, studded leather jacket, white raccoon graphic T-shirt, ripped black jeans, acoustic guitar with stickers, dimly lit graffiti a.jpg"
"2250x2700 pixel digital artwork, two juxtaposed panels depicting Sammy, a raccoon musician. Left panel dimly lit alleyway at night, Sammy clutches a sticker-covered acoustic guitar, wearing a studded leather jacket over a raccoon graphi (1).jpg",140.07 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel digital artwork, two juxtaposed panels depicting Sammy, a raccoon musician. Left panel dimly lit alleyway at night, Sammy clutches a sticker-covered acoustic guitar, wearing a studded leather jacket over a raccoon graphi (1).jpg"
"High-resolution 2250x2700 pixel stock photo, two panels, close-up narrative. Left panel Sammy, a raccoon, in a dimly lit alleyway, clutching a guitar, wearing a studded jacket and ripped jeans. Neon graffiti hearts, soft raindrops.  Right p.jpg",137.59 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution 2250x2700 pixel stock photo, two panels, close-up narrative. Left panel Sammy, a raccoon, in a dimly lit alleyway, clutching a guitar, wearing a studded jacket and ripped jeans. Neon graffiti hearts, soft raindrops.  Right p.jpg"
"A hand-drawn sketch style typography cover image for Summer Love Vibes. It features a smooth gradient transition, rough lines, textured pencil strokes, seamless color blending, and a white background.jpg",46.51 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/A hand-drawn sketch style typography cover image for Summer Love Vibes. It features a smooth gradient transition, rough lines, textured pencil strokes, seamless color blending, and a white background.jpg"
0003_2_a-digital-illustration-of-the-words-dr-j_CGG2mCwTS0SxL1C5aY0JeA_weWGRDQpSpi1qu_SynuR9Q.png,1.28 MB,11-26-25,800,1280,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/0003_2_a-digital-illustration-of-the-words-dr-j_CGG2mCwTS0SxL1C5aY0JeA_weWGRDQpSpi1qu_SynuR9Q.png
a-vibrant-digital-illustration-in-emoji-_WhkgxG17T6uxomVzshdTvg_9-EOllSvRFCyt3LmBWNmQg.png,1.30 MB,11-26-25,1024,1024,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/a-vibrant-digital-illustration-in-emoji-_WhkgxG17T6uxomVzshdTvg_9-EOllSvRFCyt3LmBWNmQg.png
"2250x2700 pixel high-resolution digital artwork depicting Sammy, a raccoon musician, in a two-panel narrative. Left panel Sammy in a dimly lit alleyway, neon graffiti, vibrant pink and purple hues, glowing blue eyes. Right panel Close-up of.jpg",118.96 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel high-resolution digital artwork depicting Sammy, a raccoon musician, in a two-panel narrative. Left panel Sammy in a dimly lit alleyway, neon graffiti, vibrant pink and purple hues, glowing blue eyes. Right panel Close-up of.jpg"
"A layered papier-mâché artwork, slow sweeping pan, across a moonlit valley.  Silhouetted figures are back lit. The artwork uses warm terracotta and cool teal, creating an eerie, creepy atmosphere.  Dark tones and unsettling details are em.jpg",805.79 KB,11-26-25,1120,2008,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/A layered papier-mâché artwork, slow sweeping pan, across a moonlit valley.  Silhouetted figures are back lit. The artwork uses warm terracotta and cool teal, creating an eerie, creepy atmosphere.  Dark tones and unsettling details are em.jpg"
0002_4_a-vibrant-digital-illustration-showcasin_7nCV4w1RQVGVpCdhYAuq8w_CZgDFPmOTnO2gig0njmpgQ.png,854.39 KB,11-26-25,1312,736,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/0002_4_a-vibrant-digital-illustration-showcasin_7nCV4w1RQVGVpCdhYAuq8w_CZgDFPmOTnO2gig0njmpgQ.png
a-gritty-cinematic-illustration-depictin_1WwAYoq4QY2ZN_-AX2zB9w_l_36IyksRlCpRl9OCmDtxw.png,1.50 MB,11-26-25,736,1312,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/a-gritty-cinematic-illustration-depictin_1WwAYoq4QY2ZN_-AX2zB9w_l_36IyksRlCpRl9OCmDtxw.png
"High-resolution 2250x2700 pixel digital artwork, two juxtaposed panels. Soft dreamy atmosphere. Left panel Sammy, a raccoon with somber expression, in a dimly lit graffiti alleyway, clutching a guitar. He wears a studded leather jacket and .jpg",93.37 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution 2250x2700 pixel digital artwork, two juxtaposed panels. Soft dreamy atmosphere. Left panel Sammy, a raccoon with somber expression, in a dimly lit graffiti alleyway, clutching a guitar. He wears a studded leather jacket and .jpg"
"Smooth gradient transition, extreme macro close-up. Small subject detail, seamless color blending. Edgy and geeky style typography cover image with Summer Love Vibes prompt, reflecting song lyrics Seatin' room clouds, puffin' on loud, etc. .jpg",53.23 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/Smooth gradient transition, extreme macro close-up. Small subject detail, seamless color blending. Edgy and geeky style typography cover image with Summer Love Vibes prompt, reflecting song lyrics Seatin' room clouds, puffin' on loud, etc. .jpg"
0003_4_a-digital-illustration-of-the-text-dr-jo_yKxKw5x1RI6oY1gx0TDodA_weWGRDQpSpi1qu_SynuR9Q.png,1.20 MB,11-26-25,800,1280,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/0003_4_a-digital-illustration-of-the-text-dr-jo_yKxKw5x1RI6oY1gx0TDodA_weWGRDQpSpi1qu_SynuR9Q.png
"2250x2700 pixel digital artwork, two juxtaposed panels depicting Sammy, a raccoon musician. Left panel dimly lit alleyway at night, Sammy clutches a sticker-covered acoustic guitar, wearing a studded leather jacket over a raccoon graphic T-.jpg",114.69 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel digital artwork, two juxtaposed panels depicting Sammy, a raccoon musician. Left panel dimly lit alleyway at night, Sammy clutches a sticker-covered acoustic guitar, wearing a studded leather jacket over a raccoon graphic T-.jpg"
0001_4_a-vibrant-futuristic-typography-cover-im_xUZphikVTcOXB7REZDKCSQ_vdc9x0x2TwikviZ28sIisg.png,1.04 MB,11-26-25,736,1312,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/0001_4_a-vibrant-futuristic-typography-cover-im_xUZphikVTcOXB7REZDKCSQ_vdc9x0x2TwikviZ28sIisg.png
"2250x2700 pixel digital artwork, two juxtaposed panels, soft pastel colors. Professional photography style. Left panel Sammy in a dimly lit alleyway at night, clutching a stickered acoustic guitar, wearing a studded leather jacket, raccoon .jpg",86.22 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel digital artwork, two juxtaposed panels, soft pastel colors. Professional photography style. Left panel Sammy in a dimly lit alleyway at night, clutching a stickered acoustic guitar, wearing a studded leather jacket, raccoon .jpg"
"High-resolution 2250x2700 pixel digital artwork, strong hard light. Two juxtaposed panels depict Sammy, a raccoon musician, in a moody urban environment. Left panel Sammy stands in a dimly lit alleyway at night, clutching an acoustic guitar.jpg",113.72 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution 2250x2700 pixel digital artwork, strong hard light. Two juxtaposed panels depict Sammy, a raccoon musician, in a moody urban environment. Left panel Sammy stands in a dimly lit alleyway at night, clutching an acoustic guitar.jpg"
"High-resolution digital artwork, 2250x2700 pixels, two juxtaposed panels depicting Sammy, a raccoon musician. Left panel Sammy in a graffiti-covered alleyway, holding an acoustic guitar with colorful stickers. He wears a studded leather jac.jpg",156.70 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution digital artwork, 2250x2700 pixels, two juxtaposed panels depicting Sammy, a raccoon musician. Left panel Sammy in a graffiti-covered alleyway, holding an acoustic guitar with colorful stickers. He wears a studded leather jac.jpg"
"2250x2700 pixel digital artwork, two-panel narrative. Left panel Sammy, a raccoon, in a dimly lit alleyway at night, clutching a guitar, wearing a studded leather jacket. Neon graffiti hearts reflect on wet pavement. Right panel Close-up of.jpg",117.10 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel digital artwork, two-panel narrative. Left panel Sammy, a raccoon, in a dimly lit alleyway at night, clutching a guitar, wearing a studded leather jacket. Neon graffiti hearts reflect on wet pavement. Right panel Close-up of.jpg"
"2250x2700 pixel digital artwork, two-panel long-exposure narrative. Left panel Sammy, a raccoon, stands in a dimly lit graffiti alleyway at night, clutching a guitar. Neon graffiti reflects on wet brick. Right panel  Sammy seated near a glo.jpg",114.11 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel digital artwork, two-panel long-exposure narrative. Left panel Sammy, a raccoon, stands in a dimly lit graffiti alleyway at night, clutching a guitar. Neon graffiti reflects on wet brick. Right panel  Sammy seated near a glo.jpg"
"High-resolution 2250x2700 pixel digital artwork, two juxtaposed panels. Cinematic lighting. Left panel Sammy, a raccoon with somber expression, in a dimly lit graffiti alleyway at night, playing an acoustic guitar. He wears a studded leathe.jpg",87.81 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution 2250x2700 pixel digital artwork, two juxtaposed panels. Cinematic lighting. Left panel Sammy, a raccoon with somber expression, in a dimly lit graffiti alleyway at night, playing an acoustic guitar. He wears a studded leathe.jpg"
a-vibrant-emoji-style-digital-illustrati_Qe0dWZmvQPOybRxhVQWsIg_9-EOllSvRFCyt3LmBWNmQg.png,1.44 MB,11-26-25,1024,1024,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/a-vibrant-emoji-style-digital-illustrati_Qe0dWZmvQPOybRxhVQWsIg_9-EOllSvRFCyt3LmBWNmQg.png
0002_2_a-vibrant-digital-art-cover-illustration_MtfJ8PEfTP-IrVUqvcvaVg_CZgDFPmOTnO2gig0njmpgQ.png,986.56 KB,11-26-25,1312,736,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/0002_2_a-vibrant-digital-art-cover-illustration_MtfJ8PEfTP-IrVUqvcvaVg_CZgDFPmOTnO2gig0njmpgQ.png
"Isekai anime style typography cover. Expressive composition. 'Summer Love Vibes' prompt.  Reflects song lyrics.  Edgy, geeky style.jpg",153.05 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/Isekai anime style typography cover. Expressive composition. 'Summer Love Vibes' prompt.  Reflects song lyrics.  Edgy, geeky style.jpg"
a-vibrant-emoji-style-digital-illustrati_kfx0Dle1SM6RR6c6guqTxg_9-EOllSvRFCyt3LmBWNmQg.png,1.02 MB,11-26-25,1024,1024,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/a-vibrant-emoji-style-digital-illustrati_kfx0Dle1SM6RR6c6guqTxg_9-EOllSvRFCyt3LmBWNmQg.png
"High-resolution digital artwork, 2250x2700 pixels, two juxtaposed panels. Left panel Sammy, a raccoon with somber blue eyes, in a dimly lit alleyway at night, clutching a sticker-covered acoustic guitar. He wears a studded leather jacket ov.jpg",106.89 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution digital artwork, 2250x2700 pixels, two juxtaposed panels. Left panel Sammy, a raccoon with somber blue eyes, in a dimly lit alleyway at night, clutching a sticker-covered acoustic guitar. He wears a studded leather jacket ov.jpg"
"2250x2700 pixel digital artwork, two juxtaposed panels, dramatic cinematic style.  Left panel Sammy in a dimly lit alleyway at night, clutching a stickered acoustic guitar, wearing a studded leather jacket, raccoon graphic T-shirt, and ripp.jpg",108.39 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel digital artwork, two juxtaposed panels, dramatic cinematic style.  Left panel Sammy in a dimly lit alleyway at night, clutching a stickered acoustic guitar, wearing a studded leather jacket, raccoon graphic T-shirt, and ripp.jpg"
"High-resolution 2250x2700 pixel digital artwork, ethereal spiritual vibe. Two juxtaposed panels depict Sammy, the raccoon musician, in a moody urban environment. Electric vivid colors, light aura, mystical feeling. Sammy's expression evokes.jpg",108.17 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution 2250x2700 pixel digital artwork, ethereal spiritual vibe. Two juxtaposed panels depict Sammy, the raccoon musician, in a moody urban environment. Electric vivid colors, light aura, mystical feeling. Sammy's expression evokes.jpg"
a-digital-illustration-in-an-emoji-inspi_PGmGO1GzQzqKazUqig6GBg_9-EOllSvRFCyt3LmBWNmQg.png,1.19 MB,11-26-25,1024,1024,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/a-digital-illustration-in-an-emoji-inspi_PGmGO1GzQzqKazUqig6GBg_9-EOllSvRFCyt3LmBWNmQg.png
"Typography cover image with intense jet black glowing bioluminescent colors.  'Summer Love Vibes' reflects the song's essence in an edgy, geeky style. Natural light effects, vibrant glow, pure black, and deep shadows enhance the mood.jpg",47.11 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/Typography cover image with intense jet black glowing bioluminescent colors.  'Summer Love Vibes' reflects the song's essence in an edgy, geeky style. Natural light effects, vibrant glow, pure black, and deep shadows enhance the mood.jpg"
0002_3_a-vibrant-digital-art-typography-poster-_Ke3IAAqBS1qGrfVa4oFkQQ_CZgDFPmOTnO2gig0njmpgQ.png,943.29 KB,11-26-25,1312,736,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/0002_3_a-vibrant-digital-art-typography-poster-_Ke3IAAqBS1qGrfVa4oFkQQ_CZgDFPmOTnO2gig0njmpgQ.png
"High-resolution digital artwork, 2250x2700 pixels, two panels. Left panel Sammy, raccoon musician, somber expression, blue glowing eyes, studded leather jacket, white raccoon graphic T-shirt, ripped black jeans, acoustic guitar with sticker.jpg",144.94 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution digital artwork, 2250x2700 pixels, two panels. Left panel Sammy, raccoon musician, somber expression, blue glowing eyes, studded leather jacket, white raccoon graphic T-shirt, ripped black jeans, acoustic guitar with sticker.jpg"
"Vibrant typography cover image, Summer Love Vibes prompt, edgy geeky style, rich deep teal, warm candlelight glow, luxurious and vibrant feel.jpg",76.33 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/Vibrant typography cover image, Summer Love Vibes prompt, edgy geeky style, rich deep teal, warm candlelight glow, luxurious and vibrant feel.jpg"
"2250x2700 pixel high-resolution digital artwork, two-panel narrative. Left panel Sammy, raccoon musician, in a dreamlike urban alley, holding a guitar. Right panel Close-up, Sammy by a fire, surreal imagery, fantastical elements.jpg",105.43 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel high-resolution digital artwork, two-panel narrative. Left panel Sammy, raccoon musician, in a dreamlike urban alley, holding a guitar. Right panel Close-up, Sammy by a fire, surreal imagery, fantastical elements.jpg"
"High-resolution 2250x2700 pixel digital artwork, two juxtaposed panels. Left panel Sammy, a raccoon with somber blue eyes, in a dimly lit alleyway, clutching a sticker-covered acoustic guitar. He wears a studded leather jacket, ripped black.jpg",118.44 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution 2250x2700 pixel digital artwork, two juxtaposed panels. Left panel Sammy, a raccoon with somber blue eyes, in a dimly lit alleyway, clutching a sticker-covered acoustic guitar. He wears a studded leather jacket, ripped black.jpg"
"High-resolution digital artwork, 2250x2700 pixels, two juxtaposed panels.  A bold acrylic painting style with vibrant colors, textured brushstrokes and a soft focus, hazy background. Left panel Sammy, a raccoon, stands in a dimly lit alleyw.jpg",99.17 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution digital artwork, 2250x2700 pixels, two juxtaposed panels.  A bold acrylic painting style with vibrant colors, textured brushstrokes and a soft focus, hazy background. Left panel Sammy, a raccoon, stands in a dimly lit alleyw.jpg"
"Isekai anime style, dramatic cinematic lighting, film-like composition, expressive composition, vibrant colors.jpg",92.81 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/Isekai anime style, dramatic cinematic lighting, film-like composition, expressive composition, vibrant colors.jpg"
"High-resolution 2250x2700 pixel digital artwork, two juxtaposed panels. Classic black and white. Left panel Sammy, a raccoon, stands in a dimly lit graffiti alleyway, clutching a guitar. He wears a studded leather jacket and ripped jeans.  .jpg",179.86 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution 2250x2700 pixel digital artwork, two juxtaposed panels. Classic black and white. Left panel Sammy, a raccoon, stands in a dimly lit graffiti alleyway, clutching a guitar. He wears a studded leather jacket and ripped jeans.  .jpg"
"Vibrant typography cover image, Summer Love Vibes prompt, edgy geeky style, electric vivid colors.jpg",119.17 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/Vibrant typography cover image, Summer Love Vibes prompt, edgy geeky style, electric vivid colors.jpg"
"High-resolution 2250x2700 pixel black and white digital artwork, two-panel narrative. Left panel Sammy, a raccoon, in a dimly lit graffiti alleyway, clutching a guitar, wearing a studded jacket and ripped jeans. Right panel  Close-up of Sam.jpg",178.51 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution 2250x2700 pixel black and white digital artwork, two-panel narrative. Left panel Sammy, a raccoon, in a dimly lit graffiti alleyway, clutching a guitar, wearing a studded jacket and ripped jeans. Right panel  Close-up of Sam.jpg"
"High-resolution 2250x2700 pixel digital artwork, two juxtaposed panels. Left panel Sammy, a raccoon, in a dimly lit graffiti alleyway, clutching a sticker-covered acoustic guitar. He wears a studded leather jacket, ripped black jeans, and a.jpg",128.22 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution 2250x2700 pixel digital artwork, two juxtaposed panels. Left panel Sammy, a raccoon, in a dimly lit graffiti alleyway, clutching a sticker-covered acoustic guitar. He wears a studded leather jacket, ripped black jeans, and a.jpg"
My ChatGPT image.png,3.83 MB,11-26-25,1024,1536,,,/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/My ChatGPT image.png
"High-resolution digital artwork, 2250x2700 pixels, two panels. Left Sammy, raccoon musician, in a dimly lit graffiti alleyway, studded leather jacket, ripped jeans, acoustic guitar.  Right Sammy by a dumpster fire. Strong moody style, epic .jpg",110.08 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution digital artwork, 2250x2700 pixels, two panels. Left Sammy, raccoon musician, in a dimly lit graffiti alleyway, studded leather jacket, ripped jeans, acoustic guitar.  Right Sammy by a dumpster fire. Strong moody style, epic .jpg"
"2250x2700 pixel digital artwork, two-panel cinematic narrative. Left panel  Sammy, a raccoon with somber blue eyes, in a dimly lit alleyway at night. He clutches a sticker-covered acoustic guitar, wearing a studded leather jacket over a rac.jpg",123.43 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel digital artwork, two-panel cinematic narrative. Left panel  Sammy, a raccoon with somber blue eyes, in a dimly lit alleyway at night. He clutches a sticker-covered acoustic guitar, wearing a studded leather jacket over a rac.jpg"
"High-resolution 2250x2700 pixel digital artwork, two-panel narrative. Left panel Sammy, a raccoon, in a dimly lit alleyway at night, clutching a guitar, wearing a studded jacket. Neon graffiti reflects on wet pavement. Right panel Close-up .jpg",107.69 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/High-resolution 2250x2700 pixel digital artwork, two-panel narrative. Left panel Sammy, a raccoon, in a dimly lit alleyway at night, clutching a guitar, wearing a studded jacket. Neon graffiti reflects on wet pavement. Right panel Close-up .jpg"
"2250x2700 pixel high-resolution digital artwork, dynamic motion, creative lighting. Two juxtaposed panels Left panel shows Sammy, a raccoon, in a dimly lit alleyway, holding a guitar. He wears a studded leather jacket and ripped jeans. Neon.jpg",123.36 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/2250x2700 pixel high-resolution digital artwork, dynamic motion, creative lighting. Two juxtaposed panels Left panel shows Sammy, a raccoon, in a dimly lit alleyway, holding a guitar. He wears a studded leather jacket and ripped jeans. Neon.jpg"
"Delicate watercolor painting of a modern, futuristic grand epic scene.  'Summer Love Vibes' typography integrated.  Epic lens glow lighting. Massive scale, heroic elements, translucent washes, fluid brushstrokes.jpg",74.62 KB,11-26-25,768,1376,,,"/Users/steven/Music/nocTurneMeLoDieS/suno_backups/images/images/Delicate watercolor painting of a modern, futuristic grand epic scene.  'Summer Love Vibes' typography integrated.  Epic lens glow lighting. Massive scale, heroic elements, translucent washes, fluid brushstrokes.jpg"
